,FSN_E_l,"GPeTA,GPeTI_E_l",D1_V_peak,D1_ada_b,SNR_E_l,FSN->FSN_weight,GPeTA->FSN_weight,GPeTI->FSN_weight,"GPeTA->GPeTA,GPeTA->GPeTI,GPeTI->GPeTI,GPeTI->GPeTA_weight",D2->GPeTI_weight,STN->GPeTA_weight,STN->GPeTI_weight,FSN->D2_connectivity,"D1->D1,D1->D2,D2->D1,D2->D2_connectivity","D1->D1,D1->D2,D2->D1,D2->D2_weight",GPeTA->D1_weight,D1->SNR_weight,GPeTI->STN_weight,D1_power,D2_power,FSN_power,GPeTI_power,GPeTA_power,STN_power,SNR_power
0,0.5894474363269312,0.6040483218081271,0.5613350001319248,0.5592924880364797,0.590221076913765,0.5570642518853791,0.5502771762071101,0.6376396304612088,0.5571815589182223,0.646826280907535,0.552635916378602,0.6372253507910796,0.6252008296724166,0.5588896858235223,0.5683563461629968,0.6198594717737627,0.5871424266879631,0.6315899119970958,0.8185234913302915,0.7473634990703887,0.5600707636970602,0.4792050372324421,0.47258824050329185,0.3889814355609784,0.5833270773649277
1,0.603538164978364,0.6378512000459711,0.6160076697432626,0.6150630452332588,0.5907588671971005,0.6110382698583818,0.6137279573646205,0.6305428708765537,0.6478447586219771,0.577563021119313,0.556702378932293,0.6196271686662512,0.5772842169030811,0.5537985617586022,0.5734258471032607,0.5706545961658213,0.5656069217790645,0.5986974194874599,0.6665968987480516,0.6362828486449226,0.5522727981678558,0.4984798114771898,0.46420166382164196,0.43117964133927206,0.4776287850905036
2,0.5664524715165153,0.6099591201421627,0.5907129897074761,0.550969817178914,0.5994074062559354,0.5889894364179915,0.5649252718547425,0.6383635499311489,0.5840189699775993,0.5933630812643615,0.562194165010164,0.5825706553673075,0.6165188958554569,0.5939553207126782,0.5802460047896592,0.6480525523621002,0.556841267671576,0.5954206065276211,0.9507617306672991,0.8935635018076775,0.7066373809759218,0.6439813118176115,0.5485943656988577,0.5181025148369984,0.6665654148004906
3,0.6182871538149824,0.55461871920064,0.5551924491604898,0.6459408145975358,0.6120803862799928,0.6345509954813309,0.5546642333412672,0.5518713940083495,0.6082146278035054,0.5849967246830603,0.553140494048062,0.6149843702832213,0.5878882272864965,0.6208686019444939,0.5530105554822302,0.5762760194101636,0.6256455801187039,0.5670062958371203,0.6722057961184837,0.6255820332673164,0.5220353025352327,0.4655194224855053,0.40094134144197724,0.41118681384023703,0.4935396763336834
4,0.5794041929231921,0.5764334735262798,0.5851682785471297,0.5628004756186529,0.6026251032334343,0.6169670452059021,0.6163566954149204,0.5509932347531606,0.626067499366759,0.6140034973007918,0.5617699677624862,0.6418545201999486,0.6107835045801772,0.6271498059611827,0.5859013729864971,0.6317849454518789,0.5778315427822344,0.6414458006516215,0.8786826738768081,0.8324601921246313,0.7030946703496133,0.594930896618341,0.5344730343501902,0.5061325720127152,0.6117112828375184
5,0.59830641430426,0.5670170320279746,0.599983800157551,0.6370465131541676,0.6138473397084678,0.644138346110761,0.5501881595853101,0.6088835819042993,0.6096071117431107,0.612244726756008,0.6056861442053738,0.6052649877750003,0.6333193689390152,0.6238436739065419,0.5632266901217466,0.5876623658130082,0.5827879024123397,0.5886137400092666,0.8136697653590753,0.7517371544980314,0.6166186559507587,0.5258311302421935,0.40367851912061903,0.4435481031688251,0.5904968057124209
6,0.646606976407461,0.5926109932766666,0.636159827134002,0.6279841317661329,0.5679143167121485,0.6293305024857652,0.6064187213193409,0.6235014294815747,0.5698073342161778,0.6213333283975656,0.6364656857899633,0.5961142648000799,0.6491470657813778,0.6136449169440902,0.646679261311584,0.6258412931172131,0.6417229019662073,0.6021002589022159,0.8553295641624639,0.7601660589406829,0.5450884264778473,0.4528960783519101,0.34121882494746725,0.35902351998945653,0.6267569614260203
7,0.563510226862805,0.6090379284921192,0.5925613433220784,0.5684742305477918,0.6243728899555699,0.6402513027954969,0.5711323330350355,0.6227226691230031,0.5836803784177644,0.6046410846170062,0.5888768819820053,0.558441405958251,0.6448643863221559,0.6481092768468477,0.558369984302571,0.6248435559076906,0.6124526925987689,0.624635374437966,1.0185618386054647,0.9620650972375288,0.7824340316750235,0.6711048706800691,0.582471833722367,0.580274859117638,0.683052496976506
8,0.5601992778218283,0.572354977835581,0.6340024457258999,0.5716738462723745,0.5716009198915449,0.6355409402168447,0.6210670901440863,0.5597112767700999,0.5713179800815212,0.601675583214597,0.6143402468912392,0.5532934430403168,0.6489607182255475,0.6062848891914056,0.5844369495164069,0.5959839829362068,0.6313683230684084,0.6250598835877103,0.8674774710735214,0.7988618300209185,0.6205622078852271,0.5259785718913501,0.47129640006681534,0.42728486629850226,0.6226699025288177
9,0.6127991064475138,0.5660122580844045,0.6330109000180142,0.5591580297388902,0.6181777881586737,0.5785410879473258,0.591340302763931,0.5989696293348292,0.5534289906793924,0.6281339378587987,0.58721376929441,0.6115344668426181,0.5534563845666189,0.5699381904261812,0.5593137946492126,0.5894924865873351,0.6038150047141863,0.6028977974574187,0.664844915915512,0.6036097182135747,0.4771549982993939,0.3755010595838029,0.33731877755824313,0.3183950523339329,0.47302687939587
