,FSN_E_l,GPeTI_E_l,GPeTA_E_l,D1_V_peak,D1_ada_b,SNR_E_l,FSN->FSN_weight,GPeTA->FSN_weight,GPeTI->FSN_weight,GPeTA->GPeTA_weight,GPeTA->GPeTI_weight,GPeTI->GPeTI_weight,GPeTI->GPeTA_weight,D2->GPeTI_weight,STN->GPeTA_weight,STN->GPeTI_weight,FSN->D2_connectivity,D1->D1_connectivity,D1->D2_connectivity,D2->D1_connectivity,D2->D2_connectivity,D1->D1_weight,D1->D2_weight,D2->D1_weight,D2->D2_weight,GPeTA->D1_weight,D1->SNR_weight,GPeTI->STN_weight,D1_norm_beta_power,D1_beta_power,D1_fmax,D1_fmean,D1_entropy,D2_norm_beta_power,D2_beta_power,D2_fmax,D2_fmean,D2_entropy,FSN_norm_beta_power,FSN_beta_power,FSN_fmax,FSN_fmean,FSN_entropy,GPeTI_norm_beta_power,GPeTI_beta_power,GPeTI_fmax,GPeTI_fmean,GPeTI_entropy,GPeTA_norm_beta_power,GPeTA_beta_power,GPeTA_fmax,GPeTA_fmean,GPeTA_entropy,STN_norm_beta_power,STN_beta_power,STN_fmax,STN_fmean,STN_entropy,SNR_norm_beta_power,SNR_beta_power,SNR_fmax,SNR_fmean,SNR_entropy
0,0.03935734367352692,0.04365415253423369,0.014537331378694007,0.041363916874896406,0.04989792412276303,0.002229413330266339,0.04984527725364917,0.028354721813237338,0.03925852565476166,0.01294525572349854,0.01493739625471302,0.012716155983306077,0.04086231415730294,0.0051058574249516105,0.0429990136157699,0.04477122647425844,0.03638575284041923,0.02712346224238257,0.017273967228921105,0.03625051488183952,0.01745733474453458,0.038372482886474796,0.005098108074351671,0.014255550458890098,0.019107689887117463,0.0273331269829349,0.014404986407869158,0.026021116058813232,0.7520902994251828,1370.6065576835797,14.5,33.09618626560038,1.6248211726999693,0.7384627370806991,203.0475665829709,14.5,33.320313068461374,1.8487121858990723,0.6942502607711294,33.48797742569304,14.5,35.87239532924629,2.522038528647504,0.597252622331937,447.19589417713803,14.5,33.66710554005742,2.984464068030556,0.5708678683556493,19.590394089064105,14.5,41.69165850292569,3.161515646647482,0.6119729392941219,19.436703620117516,14.5,33.295015335072506,3.131378396066912,0.764527375387647,29813.12456298012,14.5,35.65949404204161,1.7680247969175573
1,0.02517679818091695,0.03702816993988605,0.0038520930647695352,0.028106060500944764,0.048380927558380964,0.02193265700359076,0.01223887323154903,0.0011102404236351781,0.03732546198091524,0.03278868880784656,0.016077507633993692,0.01738355909024809,0.023175447945508222,0.03725643351331871,0.04245257601017025,0.011460905680917611,0.03477146891872553,0.004126486831417398,0.049670115514027086,0.028280160437901672,0.022147428523776047,0.014022833522694856,0.02227801869446231,0.026898038694995397,0.012889003709822378,0.0228366608909534,0.042521078269684626,0.004525083918681861,0.7507747300455352,1239.5711855194234,14.5,32.534717222369345,1.707536473985949,0.7362967316381929,170.95956402966502,14.5,32.759083098600634,1.9688385417600056,0.6842068858596666,29.969279905407205,14.5,35.3607473502396,2.6844697183383763,0.6126915434783737,426.77268101962477,14.5,33.42364556892246,3.0277658584258207,0.566325247640745,13.984362588408562,14.5,40.64522451956406,3.4214848265883315,0.6068908306647722,18.3639306253699,14.5,33.201993219235135,3.2898881045877646,0.7632235091571733,27892.40408017116,14.5,35.8252790321246,1.9663868716014732
2,0.02722435010108594,0.029356185400710024,0.049349788751890805,0.024265626366342566,0.012080289131462675,0.0464823472068355,0.04819714043580418,0.019558563824320887,0.020465484740898245,0.043608261736925925,0.00930862028351318,0.030395097990967557,0.04060327399068761,0.014093843353790936,0.03966617054918914,0.012418887068703865,0.022286727873428037,0.02050389379071047,0.029786282615673367,0.03977925405975118,0.009888176467766175,0.030924882983380742,0.022939357469696386,0.005003326198211622,0.04547202266440488,0.04165583286966293,0.004897847879432771,0.006865984769137079,0.753890313839521,1466.6849405047321,14.5,33.05429058873911,1.6121561624010632,0.7393613440588803,211.05811031742851,14.5,33.20464008286481,1.866512823812934,0.6860574533514261,32.93736456481115,14.5,35.903173122056415,2.6598993206884733,0.6149474182464144,463.00247207104564,14.5,33.460057277140166,2.9234103569659267,0.5967481292369072,21.1437044355481,14.5,41.73591732433273,3.0955027592879873,0.6231075731009258,20.137566230323753,14.5,33.602093566889806,3.08642723456352,0.7635856375629887,30149.38222131573,14.5,35.459972316094124,1.8244949375471966
3,0.01573755189937618,0.03163313615485717,0.028465027158335033,0.0316408739825317,0.004829292429692433,0.004589229071452961,0.012991418509275555,0.03071337896090348,0.009279252623566691,0.0391653252638319,0.026099257067464156,0.01739857534891842,0.024593482970555292,0.014608508804927402,0.04315303262866757,0.03870080735022177,0.04523337726533902,0.003804872248014091,0.003889352177777683,0.027240109781284938,0.026002015301185868,0.02345219326863429,0.025553502710868748,0.0021320954991537744,0.02271133409673942,0.01393195361779891,0.03825972676759314,0.03468470695755006,0.750820238236208,1401.85392522448,14.5,32.99790393577031,1.6215324150919899,0.7302532151416916,203.86540716454462,14.5,33.06948678447628,1.8732105223157363,0.6921193602797315,31.671114621690197,14.5,35.81902866554948,2.531640553144566,0.5863575966840814,440.10036656623896,14.5,33.53272937249373,3.0582372249239773,0.581796118969029,19.40192638811272,14.5,41.52376244585075,3.12934140973616,0.6055238414852396,19.16356049616274,14.5,33.93841625223506,3.2172651307854263,0.7595332990156487,29676.28836840259,14.5,35.5768497317016,1.7933684902755742
4,0.04795395968570098,0.031168295555485417,0.00027200080727566304,0.03285697795420741,0.0043714673816779735,0.027451693722454176,0.035035295005476856,0.0076958510105313745,0.0006629741252791699,0.009399008182326663,0.002627955855278741,0.04347200743998874,0.004405736496367718,0.039672641778041084,0.032965120437695776,0.027179176535710305,0.02544144277964099,0.046812250859886356,0.033929720125605925,0.0074505473634977615,0.016958606774581764,0.026471074455905654,0.02312399840644304,0.04378010569532115,0.013158647466812369,0.033311317025824086,0.027685690473983927,0.006458455303288347,0.7508170710350816,1340.784825544434,14.5,33.060556076696294,1.6591890472993867,0.7392448213587329,198.26840514861087,14.5,33.10480567202625,1.8768676497366252,0.7001130823503626,32.84223004822102,14.5,35.98338403419605,2.553473047564035,0.5827196479941399,453.0857172078798,14.5,33.69571987981976,3.160806905937458,0.5803401928135341,17.703341512153308,14.5,41.88903937578387,3.3624166264874233,0.6112456669492543,18.940642300308077,14.5,33.37147816070987,3.1616347262543325,0.7680250206672217,29651.728768301993,14.5,35.84263536860374,1.8776377454056705
5,0.036880810931565824,0.007692822613341943,0.004438047129099454,0.049565954915270265,0.03739303024702665,0.006321523928621131,3.807183301983708e-05,0.016519831148152475,0.02944005388424742,0.0003157582314502805,0.004991527112308547,0.03599365519600927,0.04563616862214224,0.038367522110794916,0.045415740650430574,0.002195908085994969,0.011416776566572018,0.019479762570355122,0.044991129533948265,0.03250156077717673,0.031088056560263366,0.021895727013882815,0.03438272739707398,0.0040217656640029855,0.047637325328105384,0.0026962929324060195,0.04754010589677097,0.0018561347222653124,0.7530271505032002,1286.9501509707372,14.5,32.4124748486433,1.6308933737875855,0.7282024855124019,165.0142430275051,14.5,32.59007788078158,1.9545016226557128,0.6807260416028549,28.963026324413587,14.5,35.4046720829277,2.6380940903147865,0.5996271472994148,415.12559670266813,14.5,33.4064828081611,3.034614676371879,0.5742129942795882,13.47412778695269,14.5,40.52671751013648,3.278548942023032,0.615093428733632,18.2719958561048,14.5,33.25167258618117,3.174558088832311,0.7631335529106846,27272.81610699047,14.5,36.33195442209714,1.896170997829778
6,0.026922812399900187,0.014046000447097796,0.004657603482838913,0.0013392161596546216,0.019554081625096666,0.029042550141462942,0.02135443847831117,0.005421786787959271,0.0405134666244255,0.006841507483926279,0.012330967741172328,0.02074016464973444,0.007458503731385846,0.0424194844851109,0.04749344948882479,0.0036549506786085484,0.036915717240428546,0.010253653589091262,0.00487403691857109,0.020926545231729567,0.04203741384441763,0.01264570592863793,0.0473243171640744,0.024831583851698414,0.036108880558422034,0.0017933700178817793,0.042722732075487824,0.01929209300710848,0.755232293873187,1274.5429857303632,14.5,32.388325224406245,1.637899650110357,0.7349880492860991,176.53807117837184,14.5,32.4468092655861,1.92437712335349,0.6791836497189904,29.40418804371785,14.5,35.15613730681562,2.6617456445763237,0.5878202778257091,426.02403493874596,14.5,33.0626417393018,3.1332500405849406,0.5707444522416393,14.853212894206202,14.5,40.5887727484373,3.266035208945458,0.6079375216381928,18.133749502594565,14.5,33.136089977156,3.226491756159822,0.7567318007489111,28357.57068343175,14.5,35.737074212442565,1.9108020779210655
7,0.03174963132843957,0.04418508593301671,0.04696390474516207,0.04973214109345593,0.017343396433400927,0.0031622670154299207,0.042374675611272866,0.02802645656684523,0.011442666772784982,0.029915042903373226,0.03394171185308803,0.012383486629927177,0.02203345009586688,0.04300350959521368,0.017635139741652317,0.0063361592582058205,0.030909975699964,0.0006345302946108911,0.019598543803583203,0.022076112745880384,0.03448486421537033,0.016681054791630325,0.023238964998872094,0.03346169336765383,0.03273689230088558,0.027297586159629017,0.01516399485549448,0.0024005613500220125,0.752776839475875,1406.8675341216267,14.5,32.75000241392716,1.5899970002840438,0.7386395573614941,200.51262902394254,14.5,32.82155341593561,1.8107783370356267,0.6879781753840818,31.438775490495406,14.5,35.949511195652676,2.577973889569123,0.6124815255410043,444.2325927365451,14.5,33.09779833970525,2.8650623136045246,0.5796781170102228,20.8926506119072,14.5,41.260366178378064,3.104516041396778,0.6046445821235058,19.353531854408313,14.5,33.19234143906997,3.2135509883116717,0.7650211966537415,29525.704615765742,14.5,35.36191655314472,1.7667798851705463
8,0.043920894654452605,0.048049515971339565,0.02684365822220708,0.01617423995501052,0.024425974738404813,0.03709557826845078,0.0048421950835008335,0.011009943820552738,0.014132762015006729,0.039881634703554984,0.004316671659650384,0.007317843939330038,0.04631913127999156,0.018756387751313764,0.0241132492637258,0.022105150597624103,0.02752805251623035,0.0023220297825882197,0.016249799027163947,0.03042830421832078,0.015722092527213717,0.02268911071477845,0.04561624755117223,0.04625481647371104,0.002641052873534522,0.045555544479100596,0.02758102723231548,0.03727792097980949,0.7538881112592458,1522.889551649194,14.5,32.87833859608849,1.582858511467392,0.7366721870099434,228.8685294781817,14.5,33.07773743527323,1.8502155116543288,0.7010341357093054,33.694284756564976,14.5,36.26592373627183,2.561767125721677,0.5831438291026219,470.7337113807159,14.5,33.31874882720214,3.0670396535537785,0.6043018784381998,23.4957390900852,14.5,41.95589605381651,3.060970458138348,0.5986940538775773,18.8457730520619,14.5,33.34232728723575,3.2528155160478773,0.7573172238994361,30532.65021554869,14.5,34.887254868545256,1.796703782249931
9,0.03250402026398892,0.018093361117038697,0.04140509876311376,0.016993429630101475,0.03430704580471433,0.029663444719368826,0.026872067679661406,0.028354308314781085,0.021663317807064087,0.028528349700668046,0.03556885745046367,0.025394951277645395,0.0384609588941356,0.0010479368859973915,0.027656486283677097,0.02115965300841002,0.001343339437340596,0.03471340567488525,0.029919671760134395,0.03383174834795429,0.0017715243152147343,0.00646573846542885,0.008678301788193033,0.04603147040878004,0.046132462841276825,0.02001511875605194,0.014713103849701882,0.04898265311704125,0.7465987209816717,1313.3611320727325,14.5,32.36842725384819,1.6003757757876163,0.7272515826861272,178.24599093474063,14.5,32.62772896269597,1.9059239302433764,0.6849464723208278,30.205008027503244,14.5,35.91250488380859,2.621904845010204,0.5842732254015659,437.31135232781827,14.5,33.31285340647297,3.1020848194647748,0.5960910728660035,18.782665212211462,14.5,40.99474898649188,3.0907404159376575,0.6108942521112639,18.603073426540533,14.5,33.257987928826644,3.148609724545585,0.7630165210069517,29045.08472595527,14.5,35.64991475309779,1.820550835343188
