,FSN_E_l,GPeTI_E_l,GPeTA_E_l,D1_V_peak,D1_ada_b,SNR_E_l,FSN->FSN_weight,GPeTA->FSN_weight,GPeTI->FSN_weight,GPeTA->GPeTA_weight,GPeTA->GPeTI_weight,GPeTI->GPeTI_weight,GPeTI->GPeTA_weight,D2->GPeTI_weight,STN->GPeTA_weight,STN->GPeTI_weight,FSN->D2_connectivity,D1->D1_connectivity,D1->D2_connectivity,D2->D1_connectivity,D2->D2_connectivity,D1->D1_weight,D1->D2_weight,D2->D1_weight,D2->D2_weight,GPeTA->D1_weight,D1->SNR_weight,GPeTI->STN_weight,D1_norm_beta_power,D1_beta_power,D1_fmax,D1_entropy,D2_norm_beta_power,D2_beta_power,D2_fmax,D2_entropy,FSN_norm_beta_power,FSN_beta_power,FSN_fmax,FSN_entropy,GPeTI_norm_beta_power,GPeTI_beta_power,GPeTI_fmax,GPeTI_entropy,GPeTA_norm_beta_power,GPeTA_beta_power,GPeTA_fmax,GPeTA_entropy,STN_norm_beta_power,STN_beta_power,STN_fmax,STN_entropy,SNR_norm_beta_power,SNR_beta_power,SNR_fmax,SNR_entropy
0,0.047384035548642706,0.017270574152163633,0.015971575367673085,0.034458156571433106,0.043365093894690315,0.03245045900190474,0.0028461001171262825,0.014113202799188563,0.02442029081489564,0.031983290556227194,0.03364197676562798,0.04309144929969442,0.03731833291648753,0.002305973910676551,0.04400140424953889,0.03640833512251203,0.009309894127749485,0.002264948975228709,0.013021429863096345,0.012657794756870733,0.007090545904207036,0.0020402707594821437,0.021707086457562252,0.000943277150462063,0.0020628271545005683,0.020703533690578514,0.005590127870004936,0.026426058437420907,0.7493770423404266,1582.5583305781888,14.5,1.6417661660427374,0.7328245224292339,211.53329960205306,14.5,1.905116673186425,0.6919155804487763,32.98522622080592,14.5,2.5631154774042404,0.6096608668394928,453.61137855737354,14.5,2.9437730712339296,0.5807773149737813,19.347241240096317,14.5,3.2013912365482105,0.612010748803872,18.942454721280367,14.5,3.1584622683798695,0.7583987806317892,29942.319956770167,14.5,1.841979855526832
1,0.049553497480478305,0.022914637496869474,0.0137511869581601,0.02675314160372934,0.014494241261876895,0.004980167820128278,0.04851667308430703,0.0266172408369201,0.013120852158800201,0.015933522997775364,0.02609991288684932,0.017324742893458735,0.009073574714264444,0.008411389128852077,0.042453887220531034,0.02786901224701026,0.039399487033646236,0.008250233606143631,0.016679059445297375,0.021040379088209184,0.04627471000264588,0.044054713634182334,0.049753558424807255,0.009351069426478365,0.044845548739792934,0.03324299964926536,0.040191649445742474,0.022016023466063652,0.7647718535064529,1377.5549179034472,14.5,1.6534366922679349,0.7460963049529071,188.29691485208934,14.5,1.9185086627635988,0.691286721079551,31.96358641971576,14.5,2.6124710090495276,0.6001802851551579,442.49323862375235,14.5,3.0793146356168895,0.5660549248058381,17.02171865923971,14.5,3.350776357919777,0.6139395136612694,18.817565237365237,14.5,3.2592671969791915,0.7640144493950046,29374.530617515167,14.5,1.8856606150146775
2,0.02397005900119068,0.02261812533991411,0.023645676032389498,0.02296114793141566,0.0326332971292142,0.03472196919319709,0.021981531501766894,0.045440420523459035,0.036183477390832795,0.004979929348414281,0.023404392706325806,0.04263641276742696,0.04806766117345042,0.009646796695126603,0.027488746939060095,0.012127552577901202,0.009458354280930004,0.0035249887515188872,0.044132528994440916,0.03263641015099738,0.02033388566753537,0.03768598489077536,0.004427369001072867,0.018229453841401056,0.02278834208215057,0.011983381540161542,0.02454782735753154,0.014646095451619724,0.7496173921243701,1477.6498233584803,14.5,1.5513753292207264,0.7352772951507115,207.03018410647627,14.5,1.8406160976543084,0.6967508377423678,33.582171134725144,14.5,2.5695243555285536,0.6159480144154569,459.77020617079097,14.5,2.8529402302544953,0.6007494528670114,21.692017204807996,14.5,2.997712828026155,0.6257650817192644,20.08424321419143,14.5,3.047668874691854,0.7686702189996818,30286.932924132507,14.5,1.7559279038744464
3,0.011220768466996224,0.006785245326094803,0.024952664630333257,0.032983499850110364,0.04858450963245169,0.012549826525099306,0.01579401752465298,0.04416545513124886,0.03333856171036869,0.026923558314596974,0.04327272575971678,0.002573094683800714,0.024065283414463137,0.019911240932451425,0.010487747834386663,0.024699096892718042,0.04093405502257676,0.04223154399539262,0.008658439410342512,0.024012938509287075,0.010537065950781622,0.03626609438788575,0.016215996673412593,0.021756815801059537,0.00783729140650804,0.029124520388567998,0.021122338461772496,0.03739677525089485,0.7652122718638762,1274.0981676776898,14.5,1.6253775332034621,0.7451302238624145,187.27026145325615,14.5,1.9061265803011214,0.6757991694396102,29.235680476809343,14.5,2.671644784276455,0.607094562681139,424.84334505692385,14.5,2.9981811049127356,0.5490786912718493,17.948999137967004,14.5,3.226122118931171,0.6156795759531436,18.58535367105437,14.5,3.2003583446151036,0.7574361808503992,28653.7046616642,14.5,1.8447242191705024
4,0.024086613155732385,0.008133743988034759,0.008564422337154797,0.023489960415826728,0.021321948529407622,0.010156997363330124,0.03535336495484879,0.009530769448417221,0.027119840924411387,0.03424030604578946,0.017258887291172243,0.032177599339473686,0.005414761227212151,0.04720862060774311,0.025074587253604886,0.014642021797285066,0.00153258917311776,0.024014600564306734,0.011831798969761043,0.033579165140881655,0.019161122375083772,0.01412992842164842,0.020706304578161895,0.007270448520678885,0.01727895653414977,0.019363879625576886,0.03499507473886037,0.016340018775606282,0.7768180693101865,1244.8604179801916,14.5,1.6836299713439447,0.7570206101636024,169.32338521354055,14.5,1.9549924527073281,0.6872741668328146,27.384571289451237,14.5,2.6896134805666847,0.6246161300071005,425.7505003311679,14.5,3.0045012897695504,0.5678292854249846,13.99789991191669,14.5,3.29653214246752,0.6222391863635762,17.972957908416433,14.5,3.313541546515681,0.766225298773919,27055.753022850266,14.5,1.9466707226255267
5,0.0190072613628132,0.048197240629253804,0.003425263850205296,0.018662575896107435,0.025040258725834375,0.010350664833969826,0.017773495582385956,0.0426695339002554,0.020839764737007938,0.008497340669575614,0.009574983934296233,0.012634340648176257,0.02705348218968704,0.026581367676105874,0.03532732005067859,0.003448765080279237,0.015236238200781682,0.04753006662992885,0.041085148083233616,0.02042247738694626,0.015641213043001267,0.040756266803007306,0.04829660943437615,0.042424989964847865,0.003446408717582084,0.019867483188177704,0.0021019548240101328,0.04471926391235789,0.7449801402328783,1206.5069617478634,14.5,1.6817391805615762,0.7283871498559705,171.95305121484574,14.5,1.9495695602232048,0.6806645154575911,29.911987958332777,14.5,2.7302933735025374,0.6059350319724786,426.50811115553046,14.5,3.0095875507435608,0.5947517474089371,15.298219337101486,14.5,3.3112889394546343,0.6046150406133322,17.49638753920383,14.5,3.2409139493914996,0.7730467906410463,28666.479985308633,14.5,1.876709314091994
6,0.016122737925810593,0.04176568322400355,0.04686305070136779,0.0017220026319733517,0.013937256257430653,0.014098645789116793,0.0030435997089510837,0.0031704181315320604,0.00997787503098263,0.009028805468761258,0.003976673301864664,0.02551581487350949,0.027750397110288053,0.030448341138113788,0.034062346748591835,0.017179585546511233,0.01173870963960182,0.038465958856801666,0.020335560389452636,0.043228594453959414,0.009359523187848195,0.007390977267142074,0.006284200866983303,0.0474604532960613,0.04094317484008079,0.0017656609481072284,0.02342347010520267,0.037503045257997206,0.775762595841256,1458.2472076980287,14.5,1.593779880522999,0.7568613720713883,219.9015911162532,14.5,1.8586541319260472,0.6888183270502424,30.33955619856583,14.5,2.529546277017787,0.5906355819912715,459.8328015683791,14.5,3.1051114188316298,0.541451729813981,20.66522970447474,14.5,3.0567356349649746,0.6243193475118126,19.68578759898677,14.5,3.1688733147152366,0.7552542359598194,29773.4178403829,14.5,1.7788452801496575
7,0.008397840530901658,0.00918370009399857,0.02277297642352151,0.011969059455187947,0.015878091570292196,0.03115512606341865,0.04932073816522275,0.007364800338255074,0.039605660353919006,0.022368554871170246,0.046822148706879334,0.04567477993398496,0.0036422777275040286,0.01234346184744002,0.00945534082531483,0.02709323073583735,0.04378817171040648,0.04861531866362193,0.01850701585666188,0.04090629764800875,0.03679532995572642,0.040435625101787755,0.02983980604118689,0.01722697350726824,0.026631374184400314,0.04814867235774124,0.024025836950759175,0.04648866468622467,0.746103799991398,1314.9086162368235,14.5,1.6002642731287902,0.729896179629219,196.02857712177064,14.5,1.8905342267268046,0.6973600290307813,31.482936188675644,14.5,2.582060837469345,0.6109589565137579,442.45837353752813,14.5,2.9464382699689993,0.6071192917860091,20.68968755314323,14.5,3.0665815836867587,0.6004822113171329,18.736057681249463,14.5,3.256147508960062,0.771579911966696,30102.895023039207,14.5,1.7972479747662478
8,0.047552584939574566,0.011907772969611586,0.03839296762223239,0.0304557079948566,0.011726098378822514,0.017780416206262094,0.025494783283478942,0.04883734096155182,0.04035052164410422,0.0187895755682055,0.008237241894753833,0.016272208127554977,0.008859652012862497,0.04097149952332183,0.04533365267291768,0.049005265394880676,0.04905972375796334,0.0004308651420907528,0.006316526154903479,0.019988260991475083,0.005495512749542664,0.012928239350392324,0.013396661810071897,0.022922499447951106,0.0305362863778896,3.788043605950087e-05,0.04528403228867256,0.04643730625478283,0.7655732657531872,1316.1765800752037,14.5,1.6638605845991619,0.7433906163175544,193.12463216395838,14.5,1.9509727242930546,0.6871036882288938,30.876975234252924,14.5,2.596526247147734,0.5970904141616199,432.31058885387,14.5,3.082237823086505,0.5597688023343919,17.611823145679548,14.5,3.225054989791862,0.6127790899129862,18.355712444511777,14.5,3.2283370271835437,0.76007633778081,28919.404360867855,14.5,1.8571056695071908
9,0.014638016301249113,0.0005657672995103447,0.03557639265673667,0.027327752658251082,0.005668893385940599,0.010121224186431,0.02860390284910086,0.049776954202806645,0.0017596592977084935,0.016757043939855755,0.008916503352866567,0.025814101658359723,0.0022001375852610085,0.0008671340817662632,0.04956956479333662,0.049829405634087415,0.039603971750840065,0.008506259185534748,0.04713217215779521,0.03398517377877326,0.01400396727934512,0.04857486621447035,0.02057313495411798,0.023588262472226153,0.020003332039196676,0.03853459788451161,0.011672279041257595,0.015105968329821029,0.7569299765359232,1282.331081456086,14.5,1.643455360478858,0.7421163553728612,186.0264017196073,14.5,1.8645774423276693,0.6869079489262425,31.85363857018571,14.5,2.634520079947295,0.6163930217835534,434.90908862142965,14.5,2.9220264862728165,0.5715611447429774,18.088512403994002,14.5,3.2981264589295636,0.6104572521481265,19.403431763532485,14.5,3.2266711277862843,0.7664566254391618,29192.902876680662,14.5,1.8182622356262494
