,FSN_E_l,GPeTI_E_l,GPeTA_E_l,D1_V_peak,D1_ada_b,SNR_E_l,FSN->FSN_weight,GPeTA->FSN_weight,GPeTI->FSN_weight,GPeTA->GPeTA_weight,GPeTA->GPeTI_weight,GPeTI->GPeTI_weight,GPeTI->GPeTA_weight,D2->GPeTI_weight,STN->GPeTA_weight,STN->GPeTI_weight,FSN->D2_connectivity,D1->D1_connectivity,D1->D2_connectivity,D2->D1_connectivity,D2->D2_connectivity,D1->D1_weight,D1->D2_weight,D2->D1_weight,D2->D2_weight,GPeTA->D1_weight,D1->SNR_weight,GPeTI->STN_weight,D1_power,D2_power,FSN_power,GPeTI_power,GPeTA_power,STN_power,SNR_power
0,0.6439224962963263,0.5429540120720192,0.6919486546249501,0.5408887575712258,0.6949896916009859,0.5649116457163743,0.5100708372070648,0.6494183817510698,0.6920854278110058,0.5771418498618145,0.6405880088005419,0.6930338183550746,0.5650264528871101,0.6183009013661585,0.5695880770341174,0.6416156886843574,0.6936038036133794,0.6795371739660129,0.5501116746346215,0.5524890116617196,0.6887903883915547,0.6498410758391456,0.500794812340238,0.6772533009906979,0.5001767528089995,0.6957725944983693,0.6261463217094865,0.5569312102855771,1.0272990665388473,0.9788172348843129,0.7826571986720164,0.70072702904584,0.6333855228742871,0.5801000928858433,0.7418719710082428
1,0.6338491692723396,0.5782773511600301,0.6648208457455034,0.5825651477802938,0.6599482699403648,0.5439894622794377,0.5253883617128009,0.6499919113129414,0.513222086388178,0.5579091693846882,0.5389122174219657,0.6158100339458237,0.6587344428597881,0.6915743753068525,0.5320967565160956,0.5039586180566407,0.5568259237123206,0.5274019836163851,0.6791810625981161,0.6284665366492187,0.5538787858729352,0.6958865414744375,0.5298038537865596,0.5871889283486891,0.6720778473522918,0.5175188989169545,0.6959546404582757,0.5046423336002446,0.9753841482870977,0.8460737741212176,0.6519536409751862,0.5550860099555622,0.49716240653938704,0.43929102326717506,0.6783496262905021
2,0.6409017529983048,0.6852895405959177,0.5464799336083825,0.5505382087335594,0.5961605253920795,0.6182298197298361,0.5822150460212338,0.5854483563842915,0.6952268219717191,0.6838555668103977,0.6972564026091268,0.5819841640481022,0.6124581110309104,0.5467300162538693,0.5513039073950253,0.5908921382139998,0.5501058274848383,0.6824444994177328,0.6828517704278974,0.5742327390864922,0.6183955430418668,0.6564133419344984,0.5381019974187417,0.5113714389107448,0.64491837456812,0.5368002290329899,0.6719041037628077,0.5934612669521032,0.8732207747882691,0.730510818831604,0.5053894966249426,0.41059329140544704,0.2958514981120389,0.3437378487646352,0.5767249500868493
3,0.6104006659266306,0.6955345011607049,0.6119146165150354,0.6640067000148125,0.532434695802898,0.5047512010070584,0.5585492231179194,0.586998253608261,0.5920466090678154,0.579993997762411,0.6701224224722875,0.5719057723498048,0.6720989018281023,0.6648492413453573,0.6794307353507467,0.5566222901617296,0.5404184789620482,0.5299647052283184,0.6191383565502871,0.55811297892479,0.6906752103120288,0.6782290223643176,0.6845054362581096,0.69643801989742,0.6961880663925764,0.6408746301013865,0.6225720249100882,0.6333947987953136,0.4685533738728635,0.31395416232983325,0.19225071092168294,0.1486085130506506,0.10993611258867232,0.1418385918062895,0.31974279228701147
4,0.5727340947925017,0.5349461710714674,0.6002797217853275,0.6393020052266086,0.514986936330645,0.6788671616401111,0.657499201932552,0.6220567168678508,0.6033933867546885,0.5814671856265639,0.6005655227250111,0.5380588064409199,0.6621306591257304,0.5760251904209113,0.5287886445431739,0.5177753590523153,0.6782623997196175,0.6432009203262136,0.6482747915071546,0.5931254552637368,0.5952395130831463,0.6272574602332622,0.6276880626129495,0.6589241593560602,0.6352026516637859,0.5682454376997291,0.5832263138496645,0.6338078113015639,0.9938405746745741,0.9517438125462536,0.785418858081788,0.6114124364343321,0.649497490549644,0.5019462925748369,0.7120137754133337
5,0.551385338468516,0.6131497628200201,0.6804090927999891,0.6567056025215955,0.6567667282348325,0.5819353924938471,0.6004040989185683,0.6239498197652869,0.5431899206116271,0.6246011207324984,0.6004598277005387,0.6210752846310509,0.6771159986418196,0.5559902920236319,0.6743360450381187,0.6167422661334137,0.614651057333875,0.513765254295946,0.5343497547524497,0.5749741155931246,0.5768022162006557,0.56150151437332,0.6614349518266374,0.5679161149510704,0.5015141074541473,0.6695967354922495,0.5755641507748456,0.590383775163854,1.0005699198705076,0.9649797523463575,0.8174210937303074,0.7623587784005557,0.656266634117647,0.6759383673187742,0.6957886825077161
6,0.6336558863953323,0.5768892602648308,0.6566242019650599,0.6034719877226675,0.6746492250311007,0.5129427014100838,0.6150359234482545,0.6358834051146327,0.6573092081931975,0.5163371142946703,0.5005044284143382,0.6022998955987869,0.6631373947466441,0.6283953531415619,0.6434276032808522,0.5973690477832577,0.6229198138038919,0.6452639516202546,0.5510264796461776,0.6840640092948737,0.6967930964867938,0.5198888868665846,0.5117304567225166,0.6685167646496846,0.6272970253025042,0.6294235853631291,0.6306170243952373,0.6985054054745142,1.0135671127335992,0.9468392570318077,0.8046460226297008,0.6558564424357413,0.624589909364509,0.5769201851726653,0.6811374196461315
7,0.5221205209598506,0.6559604721213901,0.5766368015299649,0.6316862740387463,0.6378976895101766,0.5602896919789789,0.6688888457504533,0.6066666383408609,0.6667347581923402,0.5073463813782007,0.672797376197715,0.6704456584029538,0.6047882447769755,0.519473265407608,0.5209516258504427,0.6249015721675734,0.5840762724124903,0.6664591672849044,0.526756446251964,0.5711660932384107,0.5302719618595751,0.6468358860167749,0.5497338344468526,0.6672115124786997,0.6774293469016568,0.6698688543716486,0.5826917481133091,0.5283420335303961,0.68847316459423,0.668910384445977,0.5666117227725808,0.51261754542744,0.42011448870356705,0.4612083489198802,0.5061134163534946
8,0.6823065005007442,0.6497977694951429,0.5252745156468902,0.6758066835471603,0.5134582326653069,0.5632779092406467,0.6503370264909755,0.6742059582907636,0.5514447036021253,0.5048198595281198,0.5935561435111043,0.6731361157826676,0.5226574391595,0.5892495750363343,0.5028270648295137,0.6236021144784302,0.611958202988584,0.6805270661428051,0.6641895965370948,0.5489191076303583,0.54160423847863,0.5630029494862658,0.5151550657277477,0.6213864008375669,0.5112925048425732,0.5355827607403308,0.5258535854761277,0.5856899323154416,0.6910286689882965,0.6593129523149172,0.5371074374810905,0.49994725133983975,0.3788656622197036,0.4478017979176775,0.48668754671972914
9,0.5434450081133223,0.6446633407912801,0.5988080649327877,0.6571238553308352,0.6470474515672439,0.5250676002796788,0.5564927001553085,0.523741115985705,0.512625658223871,0.5856066483799063,0.5027173937050574,0.5541258971299077,0.5023423351106668,0.538684429440507,0.5731600410798368,0.6516416990472794,0.551474371152851,0.614455303222025,0.512791966946349,0.5814974452991121,0.6891420012001278,0.5874987615276004,0.5936978112395898,0.5488319396937199,0.6822492166604724,0.5204387434824425,0.6203331646603008,0.6640126224827432,0.9715052970104547,0.8221855360152713,0.6360254192465904,0.5310114278456146,0.4740737337548662,0.4181698937756026,0.6580566282836626
10,0.6041260858543634,0.6855579465479303,0.5526026369557603,0.561127440902487,0.599439826703021,0.6498613141177699,0.5706831135541632,0.6151391406309267,0.6775905983741798,0.5091448073199749,0.6732466716443616,0.6048939896001252,0.5833118998285971,0.5993425811707277,0.5124085571290465,0.6849094163928272,0.6130885428560036,0.5204842281441839,0.6200196738870098,0.5829726154558799,0.5999816704960782,0.6792153820579472,0.5582352464941428,0.6266427220866134,0.5957783068695304,0.579928753210119,0.6619465242251771,0.5427947837280436,0.7389141752929284,0.6719455486867171,0.5319714837426501,0.43404502049274546,0.3508381483732235,0.37721059483454994,0.5275647092059684
11,0.6224043566371223,0.5780955383648273,0.6619356747387859,0.5972892901930699,0.6424990286273339,0.6140581774027827,0.5101195789068547,0.5876203515132279,0.6196247127014872,0.5232090078222955,0.6599183617444111,0.5278847558240769,0.6916104100626606,0.5471598240015791,0.6580653615939138,0.6260066963648264,0.6588442985246598,0.6776942918661849,0.6471922175231068,0.6650534920199782,0.6961711922307361,0.641944213592216,0.5927785717907792,0.6390267403706781,0.579482258100585,0.6854131098889952,0.6809139481095273,0.6110208613081302,0.7984813519023037,0.7530828649419095,0.6172533390994706,0.5149241878487963,0.5311784626269535,0.42369521787643133,0.5937623798512678
12,0.6285258705255313,0.6802253064859544,0.5814043097129548,0.6354255844006904,0.6764425171066957,0.6293189730034091,0.6073084877753968,0.5719802759038785,0.559406722346678,0.6538422672773341,0.6915977183450024,0.5096237380710328,0.5664575554666408,0.6091647347296119,0.6407604435437368,0.5648427986377248,0.6094388532304131,0.556359283898259,0.6515488604325359,0.5775144428041944,0.6184144587330941,0.5053417471273486,0.6092730639385436,0.5615096517169557,0.5689502823715161,0.6907461986998847,0.5708555693998093,0.5065591941523498,0.7046911414749765,0.5409526615729018,0.3269441744103409,0.2740234630228414,0.24459777929626533,0.19674714938205798,0.48858330942040445
13,0.5612690079702941,0.5766154695909818,0.6469716696869899,0.6353596226911555,0.6563669883217111,0.5275668990177727,0.6520972539862037,0.5179682221300523,0.6882958297283972,0.5498346960147361,0.5348732860511125,0.5342389496931592,0.5890275053872728,0.5637122473630926,0.6950579938747837,0.5089490612050138,0.5099127941327035,0.6271990292270591,0.5123436227665596,0.6891285152290163,0.5866917762462408,0.5515702572493065,0.512090399624094,0.5384918621261983,0.5823544210374167,0.5332976591843934,0.5405399072043264,0.5072045844939916,0.7407363494026683,0.6580004454612569,0.47264482318468903,0.38894956856450347,0.2944884571965843,0.29949522632200964,0.5319330951938207
