,FSN_E_l,"GPeTA,GPeTI_E_l",D1_V_peak,D1_ada_b,SNR_E_l,FSN->FSN_weight,GPeTA->FSN_weight,GPeTI->FSN_weight,"GPeTA->GPeTA,GPeTA->GPeTI,GPeTI->GPeTI,GPeTI->GPeTA_weight",D2->GPeTI_weight,STN->GPeTA_weight,STN->GPeTI_weight,FSN->D2_connectivity,"D1->D1,D1->D2,D2->D1,D2->D2_connectivity","D1->D1,D1->D2,D2->D1,D2->D2_weight",GPeTA->D1_weight,D1->SNR_weight,GPeTI->STN_weight,D1_power,D2_power,FSN_power,GPeTI_power,GPeTA_power,STN_power,SNR_power
0,0.5599691443129575,0.5531678475783794,0.5877431865817835,0.5584647136110311,0.610797846467257,0.6373718409963819,0.632761983112561,0.6209603686714412,0.5618321920657732,0.5855558979439486,0.6496493268425967,0.5629020392091906,0.569796380375159,0.644075555385933,0.6381240573216996,0.6247581402688638,0.6393994707387927,0.6437783255523606,0.5548739894578331,0.45315723792063745,0.2844227010645978,0.2797488824286015,0.1607894374769355,0.2059531103065604,0.45725406055522233
1,0.5782451825218906,0.6023453499293253,0.5544885205969192,0.5528886904909958,0.6083462111527765,0.5957493499166263,0.568650008556133,0.6337526111277367,0.5810451084058752,0.6353986704090732,0.5894121289936514,0.5775261985477351,0.6290055179431467,0.6099940953313442,0.5599840842120396,0.5657895574827693,0.5640782371730512,0.607376650295098,0.40847089688697646,0.2816520328661783,0.17275727394270118,0.12124069077710782,0.11153625421985833,0.1191817379872543,0.3140689362863892
2,0.6236355562359275,0.6323604001411645,0.6427232501031783,0.6240554033648924,0.5565888133445305,0.6499458634752877,0.5679999609578984,0.6385783824466259,0.6207023267230235,0.6245657399210891,0.5711790788214175,0.6462469556385415,0.6215673514579387,0.5654962481102471,0.5628361580355677,0.5940034191442342,0.6316837008933786,0.6188979736637735,0.8312701845254915,0.7676463641212709,0.621309610223202,0.5350658827756757,0.49931850384310716,0.48917803027871665,0.6109175636761621
3,0.5706907850343035,0.5592635592276954,0.5885814093569645,0.6035727638993212,0.5557400094564926,0.5993922015012709,0.5532274423227552,0.5696315469381226,0.6116330917088675,0.5767905864195867,0.615101904739147,0.63348323787835,0.6219649298750946,0.6435251909836265,0.5632265228322852,0.556323060761153,0.5827299222937882,0.5723629557834583,0.7854635908831045,0.7235232946975761,0.5498274269536456,0.5549560426939102,0.41336768052555506,0.38326709731447084,0.5646662266837413
4,0.6361568790758132,0.5799171398832795,0.6428046140929753,0.6247524553512488,0.6472845996826864,0.6415644275125683,0.5919078336760185,0.6134958407563166,0.5839315734669981,0.5916112575513766,0.6026537913149322,0.6148703265495625,0.6493903498241305,0.5967625920260407,0.5572955833758008,0.597533931204027,0.5703620220982073,0.5921499884124466,0.7817350825839157,0.7000251153199869,0.5826655790371073,0.5504518722390784,0.4023636654646856,0.4668019319944824,0.5501807674993701
5,0.6240986767437484,0.6045504401007268,0.6099308075589854,0.5736449755276771,0.5869499879197704,0.5969042535861177,0.566171674727558,0.6367083742960853,0.5989054293325727,0.6174262241873966,0.5679968664212695,0.6381016692792905,0.5837885237548929,0.5970326043055729,0.6133935894524487,0.6139811709685856,0.6041400283063718,0.6257185288237711,0.6768416003146016,0.5754070204305062,0.4334607405264519,0.3612264804224794,0.3061507469976315,0.244734512244222,0.49320382400441976
6,0.5938847012859634,0.6485190200675585,0.5723257597553001,0.6345462525574395,0.6051465122097623,0.564867588918312,0.5734271718584631,0.5832519977492401,0.6422837551295638,0.6385496685549439,0.555158153716653,0.6356633113173008,0.6184574337210734,0.618788971266071,0.6101776171991689,0.5655093362423493,0.5656834172616135,0.6233978521110931,0.7889018938369528,0.7433084620367812,0.5909760203015515,0.5476005094479681,0.41403989607072605,0.3639664727018718,0.5980388016764437
7,0.594366457217558,0.5687162476916844,0.6093810653098214,0.6151711555469106,0.6268683603053884,0.6256993553069788,0.6468409383931331,0.5896900229685083,0.5819560410685175,0.647595718101408,0.5514336354135404,0.5555582990776184,0.5906207718108328,0.6293559784748416,0.6232581696721214,0.617893131552375,0.5926707425547638,0.5898107225398965,0.7266796678289075,0.6772298801150415,0.5287941958965103,0.38805182240502256,0.3416796253435846,0.3437867951536935,0.5844106331324381
8,0.5534934170566934,0.5589134580901972,0.5910787756421968,0.5746723607670987,0.6260591354272801,0.6373384421396158,0.6181539925047114,0.645784614226672,0.5829357467507775,0.5891281585617129,0.5898255050769748,0.6432500578007404,0.5618855893406984,0.5937184196036156,0.6446280540606951,0.6434343013479964,0.6357716758635655,0.5612179422440563,0.5518910328787109,0.44465649410866787,0.2568860678318006,0.2109033107552336,0.17739060875501148,0.13856311887080164,0.42293961574808764
9,0.6231820358104552,0.634138452072651,0.595936853846882,0.6343657829376275,0.6077908062803418,0.5708665244850707,0.6170020039403985,0.6328150152552249,0.5742008487866834,0.5963805898584381,0.5552436627294137,0.5872859596540726,0.559843288026487,0.6447853797403361,0.5635157883122245,0.6015232206802871,0.6069538490734927,0.608315760087695,0.6522215330655277,0.5970657885672169,0.39854011883589135,0.3639873265162251,0.25506079955685074,0.260487129458133,0.4640880680121235
