,FSN_E_l,GPeTI_E_l,GPeTA_E_l,D1_V_peak,D1_ada_b,SNR_E_l,FSN->FSN_weight,GPeTA->FSN_weight,GPeTI->FSN_weight,GPeTA->GPeTA_weight,GPeTA->GPeTI_weight,GPeTI->GPeTI_weight,GPeTI->GPeTA_weight,D2->GPeTI_weight,STN->GPeTA_weight,STN->GPeTI_weight,FSN->D2_connectivity,D1->D1_connectivity,D1->D2_connectivity,D2->D1_connectivity,D2->D2_connectivity,D1->D1_weight,D1->D2_weight,D2->D1_weight,D2->D2_weight,GPeTA->D1_weight,D1->SNR_weight,GPeTI->STN_weight,D1_fmax,D1_fmean,D1_norm_beta_power,D1_norm_low_gamma_power,D1_norm_high_gamma_power,D1_beta_power,D1_low_gamma_power,D1_high_gamma_power,D1_entropy,D1_mean_fr,D2_fmax,D2_fmean,D2_norm_beta_power,D2_norm_low_gamma_power,D2_norm_high_gamma_power,D2_beta_power,D2_low_gamma_power,D2_high_gamma_power,D2_entropy,D2_mean_fr,FSN_fmax,FSN_fmean,FSN_norm_beta_power,FSN_norm_low_gamma_power,FSN_norm_high_gamma_power,FSN_beta_power,FSN_low_gamma_power,FSN_high_gamma_power,FSN_entropy,FSN_mean_fr,GPeTI_fmax,GPeTI_fmean,GPeTI_norm_beta_power,GPeTI_norm_low_gamma_power,GPeTI_norm_high_gamma_power,GPeTI_beta_power,GPeTI_low_gamma_power,GPeTI_high_gamma_power,GPeTI_entropy,GPeTI_mean_fr,GPeTA_fmax,GPeTA_fmean,GPeTA_norm_beta_power,GPeTA_norm_low_gamma_power,GPeTA_norm_high_gamma_power,GPeTA_beta_power,GPeTA_low_gamma_power,GPeTA_high_gamma_power,GPeTA_entropy,GPeTA_mean_fr,STN_fmax,STN_fmean,STN_norm_beta_power,STN_norm_low_gamma_power,STN_norm_high_gamma_power,STN_beta_power,STN_low_gamma_power,STN_high_gamma_power,STN_entropy,STN_mean_fr,SNR_fmax,SNR_fmean,SNR_norm_beta_power,SNR_norm_low_gamma_power,SNR_norm_high_gamma_power,SNR_beta_power,SNR_low_gamma_power,SNR_high_gamma_power,SNR_entropy,SNR_mean_fr
0,0.009578330647646328,0.00435195960157902,0.010279444670802457,0.004153918546532526,0.010853774413282898,0.017980034707499433,0.013067193725734144,0.0237861861429021,0.02258295656014251,0.01210020911009635,0.009212421428090862,0.015577044613431696,0.008770373078714767,0.006142078713242377,0.0031896625408701753,0.010758540590202127,0.005971941079463833,0.022388053287426664,0.0243254768575361,0.009029222768903911,0.023624577617594,0.017650738710095256,0.021836748581589516,0.008494752784801786,0.0016211165524581074,0.002732192664559835,0.020219417837212973,0.022848952221644958,14.5,15.7456379922925,0.9376998646236787,0.013817042920399682,0.008924437640685757,1823.8863096067557,26.8750336568296,17.35860294734966,1.6033223552424376,6.0481333333333325,14.5,15.811316170594106,0.9185609860127202,0.008817457400993926,0.009791951058573157,258.4656443647618,2.481065322292246,2.755269359880341,1.8279107727189192,2.159266666666667,14.5,16.70593704256643,0.82100386398987,0.03149712188307503,0.011935346977958346,37.27763700919661,1.4301251527437164,0.5419237980938816,2.5529667058647254,12.561428571428571,14.5,15.92437769292864,0.7749748170971558,0.022957546968920717,0.019908515493555663,568.0932774619007,16.828970196620805,14.593885590371624,2.792883223156465,41.25769230769231,14.5,18.991822686890814,0.6307641389805908,0.1324974064314451,0.10579940805777294,21.15793393310397,4.444405124417517,3.548865174018316,3.1162043717996815,9.599230769230768,14.5,15.876291866912904,0.7525768658358584,0.023529816679701488,0.022249410941318035,23.10601586701012,0.722424967109741,0.6831132679991926,3.1556946677595468,17.623529411764704,14.5,16.596783155352004,0.9072296943689783,0.010510392303607867,0.034200581488893066,35671.26933353126,413.2570141719671,1344.7290815389827,1.7969775883516512,187.13289124668435
1,0.011901904966309863,0.010876801504940976,0.0014117955349143175,0.014117905109572539,0.016738936747450663,0.015725897880686606,0.01921900855809704,0.01559797013266434,0.014366462937586505,0.0058789946115205445,0.007247212903372902,0.02283168387817341,0.023174511935184952,0.017635855047798972,0.009330469403273473,0.019527203880764555,0.01939732239231659,0.014627850798285458,0.020359969298041708,0.013471119355135792,0.020107559668169524,0.01750465530010939,0.007459419075109941,0.004550918967289613,0.01900167989837308,0.012232353789062594,0.0014395962278406394,0.016693533380527117,14.5,15.702225000087964,0.9393757785224274,0.012688963150860834,0.009497280848703517,1923.283903475015,25.979463317890517,19.444792808926902,1.5709539774851993,6.241166666666667,14.5,15.753837795026234,0.918027323085895,0.008688813837208117,0.009886877511172296,273.24393899422387,2.5861601919272337,2.9427548478895966,1.8203136687589847,2.2362,14.5,16.71903847221613,0.8190475790226722,0.0332421372881576,0.01689497279124283,38.00804667245728,1.5426072158691433,0.7840141779622769,2.569326545073244,12.528095238095238,14.5,15.878675120521498,0.7518980610878119,0.024462256520902954,0.0225732484612026,578.5758575657883,18.823390798613598,17.369823467280664,2.9145476572494746,41.14846153846154,14.5,18.99478299433528,0.6264591789797527,0.13901961642177849,0.11428733480175862,20.506538321228923,4.550673351452139,3.741085914903851,3.129321465680281,9.73,14.5,16.0420093030537,0.7480160714831139,0.01939643529032244,0.020995527243493493,24.44974057719616,0.6339941467172899,0.6862622528511523,3.216885051774274,17.75,14.5,16.44292060295646,0.9091737243418466,0.010104298504684833,0.03630195751605316,36560.479230670615,406.32278048779807,1459.8056765874142,1.7673310719395139,191.8400530503979
2,0.01887472407447139,0.021240788592278365,0.002224517286226763,0.02281457023168422,0.011485795168546233,0.017176592240228206,0.021023576465629214,0.019460443139258845,0.015160921533542366,0.0018538663838964466,0.015192195769774292,0.016889311630105208,0.005007648091353434,0.023063309251763628,0.016268855707480944,0.005849343200200569,0.011380238024971913,0.01634267719056039,0.02384975601603492,0.005613158878636593,0.017000123596109258,0.015065374154270107,0.024846531938308943,0.024153260586336142,0.019786029033517706,0.020665668146347585,0.0003411169325951813,0.0007474224137400288,14.5,15.589866705351909,0.9231834083574678,0.013093115504265984,0.010032797709718561,1685.7524228554917,23.908305743182,18.32010074495213,1.6217210817425776,5.968333333333333,14.5,15.676557263826417,0.8972686874287156,0.009404612057234212,0.011651906690581084,227.96273003618882,2.3893634866966127,2.96031779167912,1.9086209422315363,2.0791333333333335,14.5,16.55830847391056,0.7976799119337942,0.03171242063862767,0.015955971075196196,34.062049007066484,1.3541647592791528,0.6813423035827646,2.609333511034409,12.645714285714286,14.5,15.855371867979278,0.7269128393133939,0.016446712699726425,0.021106316698689558,524.04492662203,11.856739740685628,15.21593454873276,3.02964281917048,41.43282051282051,14.5,18.865400577714325,0.5855508525528913,0.13367186435185255,0.12036241174295005,17.110524413916803,3.9060581817521163,3.5171394178093647,3.257687564127397,8.714615384615385,14.5,15.811518413259341,0.7334922893070387,0.02031838270068287,0.0230812325112481,21.622016478627998,0.5989489078178087,0.6803926871225007,3.220960936237594,17.495588235294118,14.5,16.618315137039914,0.8831164942418254,0.015343938272361971,0.03042167781225056,33648.98317315352,584.6430500427646,1159.1432517431915,1.8517623635539096,182.00212201591512
3,0.006022688668271815,0.018647373298218944,0.02499741419559706,0.014898994839762064,0.01597805776190527,0.007830170163395728,0.008958978299188642,0.01447567876948739,0.01058824025437814,0.01286409821973536,0.009308744407287068,0.016448002034949134,0.02008910260920927,0.023270441430729323,0.0004887275326230456,0.007892525442990628,0.014877069643330694,0.00457085343164676,0.003234713745042839,0.004074652186080036,0.018054920432600624,0.0025232546928089516,0.010424692430878374,0.010896476885711472,0.01329465968897704,0.024057789577014245,0.017917706588165393,0.014140514046073544,14.5,15.578314318166466,0.9201080353185923,0.013887193207185462,0.00975519953605235,1797.557906155901,27.130546615916867,19.058127284028668,1.6138013427568714,6.195733333333333,14.5,15.625178134133478,0.8942147733101152,0.01047414432834677,0.011453944927119116,252.57856819428332,2.958511150202862,3.235264162723262,1.8892304207991362,2.2066333333333334,14.5,16.60802887587644,0.7897607888407274,0.03189780376809605,0.016078466314839644,34.46494226264571,1.392011328881437,0.7016598203441541,2.588756614751606,12.324761904761905,14.5,15.733441041467039,0.7187702134525876,0.021317874921770986,0.022034403697782055,550.5415998679596,16.328413094418,16.877237866665723,2.988052802386545,41.11897435897436,14.5,18.727709078796394,0.5861852629571379,0.1274120231330919,0.11613087791913156,20.539178438070685,4.464353581808685,4.069076748395251,3.137822836457479,9.707692307692309,14.5,15.88616033673998,0.7306061347411225,0.019622585930799668,0.02043634219847948,21.9778886454505,0.5902811214084717,0.6147603090106144,3.1871235145838623,17.694607843137256,14.5,16.3371868884543,0.8773838620182899,0.01177300576405822,0.036371707485520675,34339.25667675599,460.77467832488526,1423.5244722237046,1.7835157460652387,187.15251989389918
4,0.01470951518148912,0.008844197990833602,0.015009371431946828,0.023246536658064573,0.02395544137431015,0.013196805674797186,0.014954032776156695,0.0009027878629485121,0.01354204120426551,0.004160765854191628,0.02154155372780745,0.016553520292233944,0.01644253515705533,0.023803539455734192,0.0012891291394239392,0.019419470648257154,0.001685347615370264,0.022468107389801206,0.007581761382636682,0.02185059878099522,0.0065523745236243935,0.01927611140782284,0.009538107873008706,0.01977104188304199,0.01689765242014804,0.01902148886437381,0.010175885484319643,0.005314291133649802,14.5,15.660513401782062,0.9399222611192019,0.01208614009125747,0.00758526171212814,1873.0094005538967,24.08438968173951,15.11536334458172,1.573684170945599,6.1957,14.5,15.766154521822637,0.9138348828891284,0.007961639614492672,0.008008893271483034,263.84557284683933,2.298712168050133,2.3123554075797004,1.864905026140394,2.200266666666667,14.5,16.797965773517653,0.8154421600328023,0.035684186776703035,0.016021040997462193,37.46090105227457,1.6393091447702235,0.7359965684582989,2.548614832179723,12.506190476190476,14.5,15.874569450285332,0.7697952365287455,0.02389575055257249,0.023699271764762626,560.2559305896501,17.391294889455615,17.248297893784503,2.825441805901009,40.99948717948718,14.5,18.910215795535393,0.6180374058914833,0.13118414919203011,0.11618287340656609,21.522777828282923,4.568408434081308,4.045998102936994,3.093967566667464,9.981538461538463,14.5,15.83310482781022,0.7305155644672968,0.021087324264975373,0.01954254287611727,22.468712222037325,0.6485899048407302,0.6010765455634062,3.3335348535176377,17.80294117647059,14.5,16.479158734051946,0.9083123148506534,0.010248365466569534,0.034746491455852554,36280.452224659195,409.347454186898,1387.8689109767943,1.7628639292470292,189.2973474801061
5,0.011300227426755283,0.01017950461257426,0.02083652967238881,0.006424868727884398,0.023719130731431733,0.01314116417421446,0.02489402358690279,0.007097565872562878,0.012736471468797361,0.02296707894093213,0.015237124070257891,0.007645172287463881,0.014303639276652503,0.007562452981712548,0.018043892210280934,0.0073172681965095465,0.01926508709396509,0.01425963476953579,0.00109056161899323,0.01997220262427406,0.0002683480756626111,0.02309335611710045,0.013822167742558145,0.021442439758626863,0.007949728460451477,0.0026161697739608804,0.006562564346002992,0.014877101857145759,14.5,15.776145597279243,0.9352985784133612,0.01550121128972756,0.010145054095297874,1819.874911554561,30.161775261903372,19.739931023648722,1.6725885949684334,5.983666666666666,14.5,15.80617862598122,0.9164308638966464,0.009387343426917712,0.008222339018298433,274.76537737674886,2.814524325703067,2.4652313363565703,1.9051654553813948,2.209166666666667,14.5,16.76811302555881,0.8296717888913996,0.03397800474113693,0.014652196285914005,38.45814215932837,1.5749974316603197,0.6791797132972339,2.5205330860528075,12.683809523809524,14.5,15.852408802707588,0.7845691941721444,0.026761950408343706,0.018549124312456703,561.0556748580325,19.13782016730064,13.264720991412625,2.7818475475420428,41.047435897435896,14.5,19.024994006876856,0.6267067693660723,0.1354623602851898,0.11315900695673688,22.13070965487958,4.783542018651954,3.995950339466073,3.1746032595448117,9.926153846153847,14.5,15.978228282869406,0.7621147633220601,0.0160959774572347,0.017872912857760454,23.007560947675888,0.485923118383744,0.539567203887967,3.136213758094426,17.699509803921572,14.5,16.51644325764679,0.9116091442314246,0.012503111040798959,0.03487861367328888,36290.10105312086,497.73432618595734,1388.47709328713,1.827286713107938,190.40663129973476
6,0.020491910798451463,0.00210125031145611,0.01580182080672034,0.01399922854115922,0.017324635132286777,0.02017978781908721,0.017387949219035914,0.012919270254929605,0.02326889292762271,0.003107225615960274,0.0005162435256145015,0.0189012012469019,0.02007004008849146,0.022649510370679207,0.012566154847716827,0.001742987542112945,0.008727614360847619,0.021436942304043777,0.01788328860396601,0.0006279421027295673,0.017495333231901163,0.010258604401932787,0.020585840348756886,0.021695131852976765,0.008024295727425107,0.020971041014584857,0.011227670843083154,0.005555716060570055,14.5,15.586850104920087,0.9175625967447506,0.014476577450608243,0.009353975949614112,1615.5456300399123,25.488802095068923,16.469475785640967,1.6422343997676851,5.894,14.5,15.616893134400376,0.8932522048148421,0.008952137175479958,0.010886859180018483,222.87310398366384,2.233625160768946,2.7163527668948984,1.8969509825852768,2.090766666666666,14.5,16.53484782348963,0.7737640681256684,0.03091111457296353,0.018565902676626257,33.31376334576819,1.3308521267110418,0.7993393768825662,2.6965742143003775,12.636666666666665,14.5,15.846921327332716,0.7378221448949763,0.017898376203225184,0.021622420455654642,522.0073344019922,12.663056695458156,15.297808751704006,2.910338444385865,41.42128205128205,14.5,18.60556489985033,0.589848862438407,0.11993144697846216,0.103592054358872,16.606075294439226,3.3764422812688797,2.9164376913055454,3.2201211106919603,8.991538461538463,14.5,15.850817762922269,0.7181428243118437,0.020018491914889358,0.02335379594653335,22.034677514016582,0.6142246343326174,0.716561309239727,3.301532055783178,17.555882352941175,14.5,16.55795903395185,0.8627688155802311,0.017054898049852555,0.034824318945115715,33079.38842501484,653.9012386078035,1335.197972179097,1.8752464997453786,182.14827586206897
7,0.009174939949105815,0.0034603339990665173,0.009997305594684348,0.005671086936245174,0.021645992138125132,0.008120633116287758,0.010875368360569893,0.008366075253347,0.016399688395926423,0.014874493509969312,0.002828775373288234,0.022779795955087407,0.00726783884933448,0.018582267234764655,0.008934599385849907,0.024945169068756063,0.014481159645838099,0.011547913507854186,0.0001687864180847376,0.0002662214929571527,0.010417305850841902,0.018229203374907906,0.02162146672758551,0.019477688023601187,0.013116797977194018,0.004038421403605114,0.01628772852868045,0.010210673228417672,14.5,15.798566668320603,0.9412318371074294,0.016245523785526222,0.009840297378584622,1933.025320834226,33.36373419342022,20.209201651953542,1.6291414352397298,6.232433333333333,14.5,15.835832259941192,0.9222941768905195,0.01146826377034778,0.00925203337165591,269.2991263639901,3.348599060528453,2.701485671825052,1.8603072103234037,2.2161666666666666,14.5,16.833858607067846,0.8357115278733244,0.03653535027321932,0.01239065830011735,39.491242685780556,1.726464618624244,0.5855160275361022,2.529952375044913,12.636190476190476,14.5,15.852369791557232,0.7709923684751163,0.023317719740268847,0.020097130079291654,571.1026446147735,17.272299901478785,14.886689683000425,2.864653660951409,40.84871794871795,14.5,19.244672311166738,0.6254983992861948,0.14690907416075427,0.12446172685305218,22.217354488047384,5.218128426651527,4.420811162497594,3.1425127777455337,9.901538461538461,14.5,15.85221339580482,0.7512585673423953,0.020852279056301177,0.022129759862533967,23.25101062020931,0.6453657673532482,0.6849030466390028,3.2577353031482614,17.679901960784314,14.5,16.6335607986369,0.9199091780886021,0.011524494964730075,0.03483629561611217,36735.61850920864,460.21874835000676,1391.1513185318552,1.827802847650959,191.24615384615385
8,0.006309116339510379,0.005843415621966186,0.014840908646519086,0.021773989595056317,0.017757258789317543,0.02087492046460976,0.00015828436027605643,0.013052973446839661,0.023166455575796236,0.00635838205625297,0.017450080763206678,0.013115363496252525,0.015345559373956081,0.0036960233721594796,0.015935394290958995,0.0080770761564462,0.01115989102833303,0.021742075481344398,0.015894495960756632,0.01111219411326166,0.019097940207199623,0.01861722308587706,0.011239029758851672,0.0008682044727956417,0.005274910867220806,0.022495083090861887,0.02418204206335009,0.0027359884394439152,14.5,15.641744841873935,0.922243892714519,0.015008333015826813,0.009950885332450544,1736.8065529005416,28.26429248913495,18.73990490920158,1.617610128499988,6.0141,14.5,15.680521587161225,0.8950583826525982,0.01044500816630366,0.012011780104094299,237.50517359625943,2.7715996250438524,3.1873450649870074,1.906017131482658,2.1233,14.5,16.560158185360145,0.8059289723227426,0.031326477595339505,0.013048574412231896,34.746941692021444,1.350614418643554,0.5625781797608049,2.5089566574142186,12.590952380952382,14.5,15.812633553515273,0.7501353093165259,0.0172371819195682,0.019472912606017873,544.2604490098875,12.50643217922527,14.128565909179896,2.87968153099254,41.28923076923077,14.5,18.704559506288675,0.5934543640363478,0.12906638290805836,0.11932365689936232,17.912978807532454,3.895772820798258,3.6016958789178903,3.159329011823215,9.163076923076922,14.5,15.82141136198715,0.7354548609492105,0.015719484962156655,0.021789073889814214,22.31563585750802,0.47697054015023527,0.6611378405601546,3.2215499085296284,17.511274509803922,14.5,16.55367827011523,0.8827953915897185,0.011698296350454463,0.03631972092228108,34726.60149962091,460.17693279430245,1428.712119548165,1.8052837107099817,185.52970822281168
9,0.016924178827978708,0.017483254317044016,0.006772309232014307,0.01938647024235017,0.024484781951636565,0.02005139431140837,0.024795790323844588,0.024634491932783678,0.011075892079492817,0.0037152377197903156,0.00014789844014239108,0.004911551011233695,0.008312741257688583,0.0003832754002867034,0.007910924103159472,0.023455142236085247,0.007689074583403699,0.015433009279363696,0.009054057785545872,0.005115902006886975,0.010322859968739957,0.004646266626773254,0.009696822655588057,0.01339613122525491,0.017356810861718842,0.024002167103596785,0.018500218773321864,0.021828350193950304,14.5,15.842805237615126,0.9485572135609847,0.012739790587651297,0.008567226093952704,1956.2380947630602,26.27365361896017,17.66844826209411,1.6013871837214906,6.1964,14.5,15.945767978123332,0.9264806164095672,0.010289516305728266,0.009098775302176784,269.8196365778499,2.9966234597898405,2.6498430748081265,1.8676516758938986,2.179866666666667,14.5,16.80896300106336,0.8426299246620877,0.03396413345728633,0.01321918019730372,39.178304957356254,1.5791715191405429,0.6146293383348577,2.5094803183140444,12.652380952380952,14.5,16.073003596718337,0.7630202590826918,0.02352088071616216,0.024330542987651988,569.5194709213838,17.556020802354492,18.160353941605937,2.935626133597265,41.12717948717949,14.5,19.27803786345798,0.6472855934404156,0.15105317558264014,0.11670453221517697,20.61204842029975,4.810110715736216,3.7163185667426637,3.0449801324649006,9.336153846153845,14.5,16.053319743894225,0.7582376298614116,0.020870594204097023,0.02123467320352931,24.01945225626795,0.6611387001946569,0.6726719950351834,3.208523325943814,17.62156862745098,14.5,16.69900805323722,0.9311227881676909,0.01053736449704569,0.033874265954492944,36816.30603022552,416.6441214898073,1339.3779615081874,1.7632859380417347,189.02519893899205
